RIC,ISIN,Company Common Name,Country of Headquarters,Country of Exchange,TRBC Economic Sector Name,TRBC Economic Sector Code,TRBC Business Sector Name,TRBC Business Sector Code,TRBC Industry Group Name,TRBC Industry Group Code,TRBC Industry Name,TRBC Industry Code,TRBC Activity Name,TRBC Activity Code,Organization Founded Year
SYN1151.X,SY0000001151,Synthetic Firm 1151,Hungary,Hungary,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2010.0
SYN1152.X,SY0000001152,Synthetic Firm 1152,Germany,Germany,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2023.0
SYN1153.X,SY0000001153,Synthetic Firm 1153,Romania,Romania,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1961.0
SYN1154.X,SY0000001154,Synthetic Firm 1154,Sweden,Sweden,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1962.0
SYN1155.X,SY0000001155,Synthetic Firm 1155,Hungary,Hungary,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1968.0
SYN1156.X,SY0000001156,Synthetic Firm 1156,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1990.0
SYN1157.X,SY0000001157,Synthetic Firm 1157,Germany,Germany,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1947.0
SYN1158.X,SY0000001158,Synthetic Firm 1158,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1966.0
SYN1159.X,SY0000001159,Synthetic Firm 1159,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1982.0
SYN1160.X,SY0000001160,Synthetic Firm 1160,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1990.0
SYN1161.X,SY0000001161,Synthetic Firm 1161,Sweden,Sweden,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1982.0
SYN1162.X,SY0000001162,Synthetic Firm 1162,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1972.0
SYN1163.X,SY0000001163,Synthetic Firm 1163,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1963.0
SYN1164.X,SY0000001164,Synthetic Firm 1164,Poland,Poland,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1985.0
SYN1165.X,SY0000001165,Synthetic Firm 1165,Ireland,Ireland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1951.0
SYN1166.X,SY0000001166,Synthetic Firm 1166,Bulgaria,Bulgaria,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1935.0
SYN1167.X,SY0000001167,Synthetic Firm 1167,Finland,Finland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1975.0
SYN1168.X,SY0000001168,Synthetic Firm 1168,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1969.0
SYN1169.X,SY0000001169,Synthetic Firm 1169,Portugal,Portugal,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2003.0
SYN1170.X,SY0000001170,Synthetic Firm 1170,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1956.0
SYN1171.X,SY0000001171,Synthetic Firm 1171,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2002.0
SYN1172.X,SY0000001172,Synthetic Firm 1172,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1938.0
SYN1173.X,SY0000001173,Synthetic Firm 1173,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1993.0
SYN1174.X,SY0000001174,Synthetic Firm 1174,Austria,Austria,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1977.0
SYN1175.X,SY0000001175,Synthetic Firm 1175,Israel,Israel,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1913.0
SYN1176.X,SY0000001176,Synthetic Firm 1176,Romania,Romania,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1977.0
SYN1177.X,SY0000001177,Synthetic Firm 1177,Sweden,Sweden,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1989.0
SYN1178.X,SY0000001178,Synthetic Firm 1178,Austria,Austria,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2003.0
SYN1179.X,SY0000001179,Synthetic Firm 1179,Poland,Poland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2025.0
SYN1180.X,SY0000001180,Synthetic Firm 1180,Czechia,Czechia,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1966.0
SYN1181.X,SY0000001181,Synthetic Firm 1181,Switzerland,Switzerland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1986.0
SYN1182.X,SY0000001182,Synthetic Firm 1182,Greece,Greece,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2012.0
SYN1183.X,SY0000001183,Synthetic Firm 1183,Belgium,Belgium,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1972.0
SYN1184.X,SY0000001184,Synthetic Firm 1184,Switzerland,Switzerland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2012.0
SYN1185.X,SY0000001185,Synthetic Firm 1185,Switzerland,Switzerland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2014.0
SYN1186.X,SY0000001186,Synthetic Firm 1186,Switzerland,Switzerland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1972.0
SYN1187.X,SY0000001187,Synthetic Firm 1187,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2015.0
SYN1188.X,SY0000001188,Synthetic Firm 1188,Hungary,Hungary,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1992.0
SYN1189.X,SY0000001189,Synthetic Firm 1189,Russia,Russia,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2003.0
SYN1190.X,SY0000001190,Synthetic Firm 1190,United Kingdom,United Kingdom,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1992.0
SYN1191.X,SY0000001191,Synthetic Firm 1191,Portugal,Portugal,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2009.0
SYN1192.X,SY0000001192,Synthetic Firm 1192,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1997.0
SYN1193.X,SY0000001193,Synthetic Firm 1193,Sweden,Sweden,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1942.0
SYN1194.X,SY0000001194,Synthetic Firm 1194,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2018.0
SYN1195.X,SY0000001195,Synthetic Firm 1195,Ireland,Ireland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1942.0
SYN1196.X,SY0000001196,Synthetic Firm 1196,France,France,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2024.0
SYN1197.X,SY0000001197,Synthetic Firm 1197,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2023.0
SYN1198.X,SY0000001198,Synthetic Firm 1198,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1961.0
SYN1199.X,SY0000001199,Synthetic Firm 1199,Sweden,Sweden,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1996.0
SYN1200.X,SY0000001200,Synthetic Firm 1200,Belgium,Belgium,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1952.0
SYN1201.X,SY0000001201,Synthetic Firm 1201,Finland,Finland,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1987.0
SYN1202.X,SY0000001202,Synthetic Firm 1202,Poland,Poland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1972.0
SYN1203.X,SY0000001203,Synthetic Firm 1203,Denmark,Denmark,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1978.0
SYN1204.X,SY0000001204,Synthetic Firm 1204,Finland,Finland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1955.0
SYN1205.X,SY0000001205,Synthetic Firm 1205,Belgium,Belgium,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1975.0
SYN1206.X,SY0000001206,Synthetic Firm 1206,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1939.0
SYN1207.X,SY0000001207,Synthetic Firm 1207,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2022.0
SYN1208.X,SY0000001208,Synthetic Firm 1208,United Kingdom,United Kingdom,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2018.0
SYN1209.X,SY0000001209,Synthetic Firm 1209,Turkey,Turkey,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1952.0
SYN1210.X,SY0000001210,Synthetic Firm 1210,Ireland,Ireland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1986.0
SYN1211.X,SY0000001211,Synthetic Firm 1211,Switzerland,Switzerland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1985.0
SYN1212.X,SY0000001212,Synthetic Firm 1212,Portugal,Portugal,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2025.0
SYN1213.X,SY0000001213,Synthetic Firm 1213,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1978.0
SYN1214.X,SY0000001214,Synthetic Firm 1214,Poland,Poland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1975.0
SYN1215.X,SY0000001215,Synthetic Firm 1215,Hungary,Hungary,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1972.0
SYN1216.X,SY0000001216,Synthetic Firm 1216,Germany,Germany,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2011.0
SYN1217.X,SY0000001217,Synthetic Firm 1217,Sweden,Sweden,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1976.0
SYN1218.X,SY0000001218,Synthetic Firm 1218,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1920.0
SYN1219.X,SY0000001219,Synthetic Firm 1219,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1976.0
SYN1220.X,SY0000001220,Synthetic Firm 1220,France,France,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2008.0
SYN1221.X,SY0000001221,Synthetic Firm 1221,Luxembourg,Luxembourg,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1969.0
SYN1222.X,SY0000001222,Synthetic Firm 1222,Netherlands,Netherlands,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2021.0
SYN1223.X,SY0000001223,Synthetic Firm 1223,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1986.0
SYN1224.X,SY0000001224,Synthetic Firm 1224,France,France,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1991.0
SYN1225.X,SY0000001225,Synthetic Firm 1225,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1961.0
SYN1226.X,SY0000001226,Synthetic Firm 1226,Switzerland,Switzerland,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2020.0
SYN1227.X,SY0000001227,Synthetic Firm 1227,Netherlands,Netherlands,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1996.0
SYN1228.X,SY0000001228,Synthetic Firm 1228,Poland,Poland,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1991.0
SYN1229.X,SY0000001229,Synthetic Firm 1229,Iceland,Iceland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1964.0
SYN1230.X,SY0000001230,Synthetic Firm 1230,Spain,Spain,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1994.0
SYN1231.X,SY0000001231,Synthetic Firm 1231,Turkey,Turkey,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1984.0
SYN1232.X,SY0000001232,Synthetic Firm 1232,Romania,Romania,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2023.0
SYN1233.X,SY0000001233,Synthetic Firm 1233,Italy,Italy,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1998.0
SYN1234.X,SY0000001234,Synthetic Firm 1234,Romania,Romania,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1939.0
SYN1235.X,SY0000001235,Synthetic Firm 1235,Norway,Norway,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1943.0
SYN1236.X,SY0000001236,Synthetic Firm 1236,Greece,Greece,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2006.0
SYN1237.X,SY0000001237,Synthetic Firm 1237,Luxembourg,Luxembourg,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2014.0
SYN1238.X,SY0000001238,Synthetic Firm 1238,France,France,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1989.0
SYN1239.X,SY0000001239,Synthetic Firm 1239,Hungary,Hungary,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2010.0
SYN1240.X,SY0000001240,Synthetic Firm 1240,Germany,Germany,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2007.0
SYN1241.X,SY0000001241,Synthetic Firm 1241,Sweden,Sweden,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,0.0
SYN1242.X,SY0000001242,Synthetic Firm 1242,Romania,Romania,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1964.0
SYN1243.X,SY0000001243,Synthetic Firm 1243,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1964.0
SYN1244.X,SY0000001244,Synthetic Firm 1244,France,France,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2005.0
SYN1245.X,SY0000001245,Synthetic Firm 1245,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2019.0
SYN1246.X,SY0000001246,Synthetic Firm 1246,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2015.0
SYN1247.X,SY0000001247,Synthetic Firm 1247,Luxembourg,Luxembourg,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1981.0
SYN1248.X,SY0000001248,Synthetic Firm 1248,Ireland,Ireland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,0.0
SYN1249.X,SY0000001249,Synthetic Firm 1249,Sweden,Sweden,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2004.0
